Label,Text,Predicted_Label
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",ham
ham,* Thought I didn't see you.,ham
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
ham,Carlos says we can pick up from him later so yeah we're set,ham
ham,"Hey babe, my friend had to cancel, still up for a visit ?",ham
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
ham,Hmm ill have to think about it... ok you're forgiven! =D,ham
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham
ham,Want to send me a virtual hug?... I need one,ham
ham,"Probably not, still going over some stuff here",ham
ham,It has issues right now. Ill fix for her by tomorrow.,ham
ham,Why i come in between you people,ham
ham,Senthil group company Apnt 5pm.,ham
ham,Oh really?? Did you make it on air? What's your talent?,ham
ham,Studying. But i.ll be free next weekend.,ham
ham,R u here yet? I'm wearing blue shirt n black pants.,ham
ham,Wait.i will come out.. &lt;#&gt;  min:),ham
ham,I will reach ur home in  &lt;#&gt;  minutes,ham
ham,Well then you have a great weekend!,ham
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",ham
ham,"""Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... """" I will be with YOU """" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",ham
ham,Huh? 6 also cannot? Then only how many mistakes?,ham
ham,Ha... U jus ate honey ar? So sweet...,ham
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",ham
ham,Thanks for loving me so. You rock,ham
ham,Yeah imma come over cause jay wants to do some drugs,ham
ham,Ok thanx... Take care then...,ham
ham,Yup. Thk of u oso boring wat.,ham
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
ham,Moji just informed me that you saved our lives. Thanks.,ham
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
ham,Whos this am in class:-),ham
ham,Hey r ü still online? I've finished the formatting...,ham
ham,Great! So what attracts you to the brothas?,ham
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam
ham,Stupid.its not possible,ham
ham,I cant pick the phone right now. Pls send a message,ham
ham,LOL what happens in Vegas stays in vegas,ham
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,ham
ham,Dad says hurry the hell up,ham
ham,Wake me up at  &lt;#&gt;  am morning:),ham
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham
ham,Great! I shoot big loads so get ready!,ham
ham,I'll meet you in the lobby,ham
ham,You still coming tonight?,ham
ham,What happen dear tell me,ham
ham,"Sir, i am waiting for your call, once free please call me.",ham
ham,No i am not having not any movies in my laptop,ham
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",ham
ham,I am in tirupur.  call you da.,ham
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam
ham,S:)but he had some luck.2 catches put down:),ham
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,ham
ham,Oh...i asked for fun. Haha...take care. ü,ham
ham,Shall i get my pouch?,ham
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham
ham,Kent vale lor... Ü wait 4 me there ar?,ham
ham,Ok. Very good. Its all about making that money.,ham
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham
ham,Aight do you still want to get money,ham
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
ham,Ok.ok ok..then..whats ur todays plan,ham
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,ham
ham,"Sorry pa, i dont knw who ru pa?",ham
ham,Wat u doing there?,ham
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,ham
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
ham,Networking technical support associate.,ham
ham,I'm gonna rip out my uterus.,ham
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam
ham,"Yeah why not, is the gang all ready",ham
ham,Blank is Blank. But wat is blank? Lol,ham
ham,I'm in a movie... Collect car oredi...,ham
ham,We left already we at orchard now.,ham
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",spam
ham,Nothing spl..wat abt u and whr ru?,ham
ham,No chikku nt yet.. Ya i'm free,ham
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
ham,I'm at home. Please call,ham
ham,"I guess you could be as good an excuse as any, lol.",ham
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
ham,Gud mrng dear hav a nice day,ham
ham,Old Orchard near univ. How about you?,ham
ham,"4 tacos + 1 rajas burrito, right?",ham
ham,"It‘s £6 to get in, is that ok?",ham
ham,Hows the street where the end of library walk is?,ham
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
ham,We stopped to get ice cream and will go back after,ham
ham,Did you stitch his trouser,ham
ham,No da. . Vijay going to talk in jaya tv,ham
spam,2/2 146tf150p,ham
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",ham
ham,Nobody names their penis a girls name this story doesn't add up at all,ham
ham,"Aight, let me know when you're gonna be around usf",ham
ham,I'm not. She lip synced with shangela.,ham
ham,Ü neva tell me how i noe... I'm not at home in da aft wat...,ham
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,spam
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
ham,"Haha... Sounds crazy, dunno can tahan anot...",ham
ham,Why are u up so early?,ham
ham,Ya that one is slow as poo,ham
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
ham,"""""""Im on gloucesterroad what are uup to later?""""""",ham
ham,Yes:)here tv is always available in work place..,ham
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
ham,Lol no ouch but wish i'd stayed out a bit longer,ham
ham,"""GOD ASKED, """"What is forgiveness?"""" A little child gave lovely reply, """"It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......""",ham
ham,We'll join the  &lt;#&gt;  bus,ham
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,ham
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
ham,K.i will send in  &lt;#&gt;  min:),ham
ham,Would me smoking you out help us work through this difficult time,ham
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",spam
ham,Yes.mum lookin strong:),ham
ham,"Sir Goodmorning, Once free call me.",ham
ham,Where are you call me.,ham
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham
ham,Love it! The girls at the office may wonder why you are smiling but sore...,ham
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
ham,Does uncle timi help in clearing cars,ham
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham
ham,Ok... But bag again..,ham
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
ham,Ok lor. Msg me b4 u call.,ham
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam
ham,"""Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""""Dont wake up early in d mrng'' GOOD night""",ham
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam
ham,Then ur physics get a-?,ham
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
ham,How r ü going to send it to me?,ham
ham,Can you do online transaction?,ham
ham,Dear got train and seat mine lower seat,ham
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham
ham,Wat r u doing?,ham
ham,WHORE YOU ARE UNBELIEVABLE.,ham
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
ham,"""Are you sure you don't mean """"get here, we made you hold all the weed""""""",ham
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",ham
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam
ham,Love it! I want to flood that pretty pussy with cum...,ham
ham,Hey are you angry with me. Reply me dr.,ham
ham,"""Short But Cute: """"Be a good person, but dont try to prove it.."""" .Gud noon....""",ham
ham,Also remember the beads don't come off. Ever.,ham
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,ham
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
ham,"""Feb  &lt;#&gt;  is """"I LOVE U"""" day. Send dis to all ur """"VALUED FRNDS"""" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",ham
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",ham
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
ham,"It's ok, at least armand's still around",ham
ham,No da. I am happy that we sit together na,ham
ham,Yup song bro. No creative. Neva test quality. He said check review online.,ham
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
ham,Pls dont restrict her from eating anythin she likes for the next two days.,ham
ham,Mm you ask him to come its enough :-),ham
ham,At the funeral home with Audrey and dad,ham
ham,"Aight, can you text me the address?",ham
ham,Excellent! Wish we were together right now!,ham
ham,Yep then is fine 7.30 or 8.30 for ice age.,ham
ham,Pls i wont belive god.not only jesus.,ham
ham,Can. Dunno wat to get 4 her...,ham
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
ham,How long does it take to get it.,ham
ham,This is my number by vivek..,ham
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,spam
ham,"sorry brah, just finished the last of my exams, what up",ham
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham
ham,Just normal only here :),ham
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",spam
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,ham
ham,Hi. I'm always online on yahoo and would like to chat with you someday,ham
ham,"Goodmorning,my grandfather expired..so am on leave today.",ham
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,spam
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
ham,"Sure, I'll see if I can come by in a bit",ham
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
ham,Ok.,ham
ham,I had askd u a question some hours before. Its answer,ham
ham,Watching tv lor. Nice one then i like lor.,ham
ham,I'm thinking that chennai forgot to come for auction..,ham
ham,Then ü come n pick me at 530 ar?,ham
ham,Early bird! Any purchases yet?,ham
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,ham
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,ham
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham
ham,"Yeah that's what I thought, lemme know if anything's goin on later",ham
ham,Mmmm.... I cant wait to lick it!,ham
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,ham
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",ham
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
ham,U in town alone?,ham
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps,ham
ham,We have all rounder:)so not required:),ham
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,ham
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam
ham,I'm ok. Will do my part tomorrow,ham
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham
ham,R u still working now?,ham
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
ham,Yep. I do like the pink furniture tho.,ham
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam
ham,"Customer place, i wil cal u sir.",ham
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",ham
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
ham,"Theoretically yeah, he could be able to come",ham
ham,"Alright we're hooked up, where you guys at",ham
ham,"not that I know of, most people up here are still out of town",ham
ham,No let me do the math. Your not good at it.,ham
ham,Oh ok wait 4 me there... My lect havent finish,ham
ham,Yeah my usual guy's out of town but there're definitely people around I know,ham
ham,I am joining today formally.Pls keep praying.will talk later.,ham
ham,"""Happy or sad , one thing about past is- """"Its no more"""" GOOD MORNING :-):-).""",ham
ham,No. Did you multimedia message them or e-mail?,ham
ham,Okie but i scared u say i fat... Then u dun wan me already...,ham
ham,did u get that message,ham
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
ham,What you need. You have a person to give na.,ham
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,ham
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
ham,"""Short But Cute: """"Be a good person, but dont try to prove it.."""" .Gud noon....""",ham
ham,"""Gumby's has a special where a  &lt;#&gt; """" cheese pizza is $2 so I know what we're doin tonight""",ham
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
ham,Like a personal sized or what,ham
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",ham
ham,Cab is available.they pick up and drop at door steps.,ham
ham,ok....take care.umma to you too...,ham
ham,Unlimited texts. Limited minutes.,ham
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",spam
ham,No problem. We will be spending a lot of quality time together...,ham
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
ham,Have you heard from this week?,ham
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
ham,Yes. Last  practice,ham
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
ham,No. Thank you. You've been wonderful,ham
ham,Otherwise had part time job na-tuition..,ham
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...,ham
ham,Okie,ham
ham,That depends. How would you like to be treated? :),ham
ham,"Right on brah, see you later",ham
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,ham
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,spam
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam
ham,Went fast asleep dear.take care.,ham
ham,No that just means you have a fat head,ham
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,ham
ham,Serious? What like proper tongued her,ham
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
ham,Yeah whatever lol,ham
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
ham,Ard 530 lor. I ok then message ü lor.,ham
ham,Ok. C u then.,ham
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...,ham
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,ham
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,spam
ham,"""Do 1 thing! Change that sentence into: """"Because i want 2 concentrate in my educational career im leaving here..""""""",ham
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham
ham,How? Izzit still raining?,ham
ham,As if i wasn't having enough trouble sleeping.,ham
ham,I havent add ü yet right..,ham
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,ham
ham,Babe ? I lost you ... Will you try rebooting ?,ham
ham,Yes. Nigh you cant aha.,ham
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,ham
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham
ham,Sos! Any amount i can get pls.,ham
ham,"Playin space poker, u?",ham
ham,How come guoyang go n tell her? Then u told her?,ham
ham,You need to get up. Now.,ham
ham,They r giving a second chance to rahul dengra.,ham
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham
ham,Y ü wan to go there? C doctor?,ham
ham,Does daddy have a bb now.,ham
spam,"""Free Msg: get Gnarls Barkleys """"Crazy"""" ringtone TOTALLY FREE just reply GO to this message right now!""",spam
ham,She's borderline but yeah whatever.,ham
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
ham,"Until 545 lor... Ya, can go 4 dinner together...",ham
ham,I will be gentle princess! We will make sweet gentle love...,ham
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham
ham,"Sorry, went to bed early, nightnight",ham
ham,I like to think there's always the possibility of being in a pub later.,ham
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham
ham,Hi dude hw r u da realy mising u today,ham
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,ham
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham
ham,I knew it... U slept v late yest? Wake up so late...,ham
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),ham
ham,Where is that one day training:-),ham
ham,So i could kiss and feel you next to me...,ham
ham,Have a nice day my dear.,ham
ham,I sent lanre fakeye's Eckankar details to the mail box,ham
ham,Your dad is back in ph?,ham
spam,"""You have been specially selected to receive a """"3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",spam
ham,If you ask her or she say any please message.,ham
ham,"If e timing can, then i go w u lor...",ham
ham,Love you aathi..love u lot..,ham
ham,I was just callin to say hi. Take care bruv!,ham
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ham
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",ham
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam
ham,WOT U UP 2 J?,ham
ham,"Night night, see you tomorrow",ham
ham,Roger that. We‘re probably going to rem in about 20,ham
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ham
ham,I wish u were here. I feel so alone,ham
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham
spam,ringtoneking 84484,spam
ham,Huh i cant thk of more oredi how many pages do we have?,ham
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,ham
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,ham
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
ham,"Whatever, juliana. Do whatever you want.",ham
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ham
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,ham
ham,I am on the way to ur home,ham
ham,"Dizzamn, aight I'll ask my suitemates when I get back",ham
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham
ham,I love to cuddle! I want to hold you in my strong arms right now...,ham
ham,R u in this continent?,ham
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam
ham,K...k...when will you give treat?,ham
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam
ham,He's just gonna worry for nothing. And he won't give you money its no use.,ham
ham,Did you get any gift? This year i didnt get anything. So bad,ham
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham
ham,", ow u dey.i paid 60,400thousad.i told  u would call .",ham
